,Unnamed: 0,officeName,pincode,stateName,districtName,taluk,lat,lng
431,431,Vasant Vihar-2 S.O,110057,DELHI,South West Delhi,,28.5741387,77.1564549
432,432,Amberhai B.O,110075,DELHI,South West Delhi,New Delhi,0,0
433,433,Ashok Nagar S.O (West Delhi),110018,DELHI,West Delhi,New Delhi,28.6654387,77.2618405
434,434,Ashoka Park Extn. S.O,110026,DELHI,West Delhi,New Delhi,28.6235986,77.2123839
435,435,Badusarai B.O,110071,DELHI,South West Delhi,New Delhi,28.5295945,76.9864681
436,436,Bagdola B.O,110077,DELHI,South West Delhi,New Delhi,28.5715292,77.0729954
437,437,Bakkarwala B.O,110041,DELHI,West Delhi,New Delhi,28.6665007,77.0163715
438,438,Baprola B.O,110043,DELHI,South West Delhi,New Delhi,28.6397833,77.0080007
439,439,Barthal B.O,110077,DELHI,South West Delhi,New Delhi,29.8670349,76.8735374
440,440,Chand Nagar S.O,110018,DELHI,West Delhi,New Delhi,28.5734158,77.221269
441,441,Chaukhandi B.O,110018,DELHI,West Delhi,New Delhi,28.6472126,77.0924196
442,442,Chhawla S.O,110071,DELHI,South West Delhi,New Delhi,28.562109,77.0023039
443,443,CRPF Jharoda Kalan S.O,110072,DELHI,South West Delhi,,28.645334,77.084265
444,444,D. K. Mohan Garden S.O,110059,DELHI,West Delhi,New Delhi,28.6272895,77.1404271
445,445,D.E.S.U. Colony S.O,110058,DELHI,West Delhi,New Delhi,28.5245534,77.1785853
446,446,Dabri B.O,110045,DELHI,South West Delhi,New Delhi,28.6096751,77.0895421
447,447,Daulatpur B.O,110043,DELHI,South West Delhi,New Delhi,28.5468584,76.9597705
448,448,DC Goyla B.O,110071,DELHI,South West Delhi,South West Delhi,28.5189592,77.2080902
449,449,Delhi Industrial Area S.O,110015,DELHI,West Delhi,New Delhi,28.6139391,77.2090212
450,450,Dhansa B.O,110073,DELHI,South West Delhi,,28.5544853,76.8650289
451,451,Dhulsiras B.O,110077,DELHI,South West Delhi,New Delhi,28.5641729,77.0413344
452,452,Dichaun Kalan B.O,110043,DELHI,South West Delhi,New Delhi,0,0
453,453,Dindarpur B.O,110043,DELHI,South West Delhi,New Delhi,28.5925362,76.9938274
454,454,District Court Complex Dwarka S.O,110075,DELHI,South West Delhi,Delhi,28.7040592,77.1024902
455,455,"Distt. Court Complex, Dwarka S.O",110078,DELHI,West Delhi,,0,0
456,456,Dwarka Sec-6 S.O,110075,DELHI,South West Delhi,New Delhi,28.5921401,77.0460481
457,457,ESI S.O,110015,DELHI,West Delhi,New Delhi,28.5948267,77.3443779
458,458,Fateh Nagar S.O,110018,DELHI,West Delhi,New Delhi,28.6896469,77.2641332
459,459,Galib Pur B.O,110073,DELHI,South West Delhi,New Delhi,0,0
460,460,GGSIP University S.O,110078,DELHI,West Delhi,,0,0
461,461,Ghuman Hera B.O,110073,DELHI,South West Delhi,New Delhi,0,0
462,462,Hari Nagar BE Block S.O,110064,DELHI,West Delhi,New Delhi,28.6440703,77.2147511
463,463,Hari Nagar Dadb Block S.O,110064,DELHI,West Delhi,New Delhi,28.6440703,77.2147511
464,464,Hari Nagar S.O (West Delhi),110064,DELHI,West Delhi,New Delhi,28.6440703,77.2147511
465,465,Hastal Village B.O,110059,DELHI,West Delhi,New Delhi,28.6377129,77.0490264
466,466,Hirankudna B.O,110041,DELHI,West Delhi,New Delhi,28.6731361,76.9984049
467,467,Indira Park B.O,110045,DELHI,South West Delhi,New Delhi,28.6648505,77.2653628
468,468,Issapur B.O,110073,DELHI,South West Delhi,New Delhi,28.5763063,76.8652686
469,469,Jafarpur B.O,110073,DELHI,South West Delhi,New Delhi,28.594898,76.915381
470,470,Jail Road S.O (West Delhi),110058,DELHI,West Delhi,New Delhi,28.7019421,77.3119627
471,471,Janakpuri A-3 S.O,110058,DELHI,West Delhi,New Delhi,28.621899,77.0878385
472,472,Janakpuri B-1 S.O,110058,DELHI,West Delhi,New Delhi,28.621899,77.0878385
473,473,Janakpuri C-4 S.O,110058,DELHI,West Delhi,New Delhi,28.621899,77.0878385
474,474,Janta Market S.O,110027,DELHI,West Delhi,New Delhi,28.6629126,77.2643018
475,475,Jawala Heri B.O,110063,DELHI,West Delhi,New Delhi,0,0
476,476,Jeevan Park B.O,110059,DELHI,West Delhi,New Delhi,0,0
477,477,Jharoda Kalan B.O,110072,DELHI,South West Delhi,,28.7296284,77.2045867
478,478,Jhatikara B.O,110043,DELHI,South West Delhi,New Delhi,28.5209051,76.9640111
479,479,Jwala Puri S.O,110087,DELHI,West Delhi,New Delhi,28.5007008,77.0774958
480,480,Kair B.O,110028,DELHI,South West Delhi,New Delhi,28.6235469,76.918015
481,481,Kakrola B.O,110078,DELHI,South West Delhi,New Delhi,28.5984354,77.0220207
482,482,Kangan Heri B.O,110071,DELHI,South West Delhi,New Delhi,0,0
483,483,Karam Pura S.O,110015,DELHI,West Delhi,New Delhi,28.6811661,77.1343364
484,484,Khaira B.O,110028,DELHI,South West Delhi,New Delhi,28.5968675,76.9714641
485,485,Khera Dabur B.O,110073,DELHI,South West Delhi,New Delhi,28.7696625,77.1158414
486,486,Khyala Phase -  I S.O,110018,DELHI,West Delhi,New Delhi,28.6563648,77.0981743
487,487,Khyala Phase - II S.O,110018,DELHI,West Delhi,New Delhi,28.6563648,77.0981743
488,488,L. M. Nagar Indl. Area S.O,110015,DELHI,West Delhi,New Delhi,28.6051859,76.9885176
489,489,M.B.S. Nagar S.O,110018,DELHI,West Delhi,New Delhi,0,0
490,490,Madipur Slum Quarter S.O,110063,DELHI,West Delhi,New Delhi,28.6721246,77.1204713
491,491,Madipur Village S.O,110063,DELHI,West Delhi,New Delhi,28.6721246,77.1204713
492,492,Mahabir Nagar S.O,110018,DELHI,West Delhi,New Delhi,0,0
493,493,Malik Pur B.O,110073,DELHI,South West Delhi,New Delhi,0,0
494,494,Mansarover Garden S.O,110015,DELHI,West Delhi,New Delhi,0,0
495,495,Matiala B.O,110059,DELHI,West Delhi,New Delhi,28.6094086,77.054325
496,496,Maya Puri S.O,110064,DELHI,South West Delhi,New Delhi,28.6429313,77.067823
497,497,Mayapuri Shopping Centre S.O,110064,DELHI,South West Delhi,New Delhi,28.6293651,77.1266912
498,498,Mitraon B.O,110043,DELHI,South West Delhi,New Delhi,28.6056141,76.944141
499,499,Mundela Kalan B.O,110073,DELHI,South West Delhi,New Delhi,0,0
500,500,Mundka B.O,110041,DELHI,West Delhi,New Delhi,28.6823144,77.034937
501,501,N.I.Area S.O,110015,DELHI,West Delhi,New Delhi,0,0
502,502,N.S.I.T. Dwarka S.O,110078,DELHI,South West Delhi,New Delhi,28.6075337,77.0349632
503,503,Najafgarh S.O,110043,DELHI,South West Delhi,New Delhi,28.6059771,76.9912041
504,504,Nangal Raya S.O,110046,DELHI,South West Delhi,New Delhi,28.6070819,77.1147176
505,505,Nangloi - II B.O,110041,DELHI,West Delhi,New Delhi,28.6841206,77.0632942
506,506,Nangloi - III S.O,110041,DELHI,West Delhi,New Delhi,28.6841206,77.0632942
507,507,Nangloi S.O,110041,DELHI,West Delhi,New Delhi,28.6841206,77.0632942
508,508,Naraina Industrial Estate H.O,110028,DELHI,South West Delhi,New Delhi,28.6321415,77.1388522
509,509,Naraina Village S.O,110028,DELHI,South West Delhi,New Delhi,28.6321415,77.1388522
510,510,Nasirpur B.O,110045,DELHI,South West Delhi,New Delhi,28.5997845,77.0913021
511,511,Nilothi B.O,110041,DELHI,West Delhi,New Delhi,28.6511815,77.0593246
512,512,Palam Extn (Harijan Basti) S.O,110077,DELHI,West Delhi,,28.5900637,77.0887828
513,513,Palam Village S.O,110045,DELHI,South West Delhi,New Delhi,28.5900637,77.0887828
514,514,Pandwala Kalan B.O,110043,DELHI,South West Delhi,New Delhi,28.565722,76.963067
515,515,Papravat B.O,110043,DELHI,South West Delhi,New Delhi,28.5803203,76.9787076
516,516,Paschim Vihar B Block S.O,110063,DELHI,West Delhi,New Delhi,28.6733647,77.1096601
517,517,Paschim Vihar S.O,110063,DELHI,West Delhi,New Delhi,28.6733647,77.1096601
518,518,Peeragarhi B.O,110063,DELHI,West Delhi,New Delhi,28.679745,77.0926894
519,519,Punjabi Bagh S.O,110026,DELHI,West Delhi,,28.5748672,77.2256784
520,520,Punjabi Bagh Sec - III S.O,110026,DELHI,West Delhi,New Delhi,28.5748672,77.2256784
521,521,Quazipur B.O,110073,DELHI,South West Delhi,New Delhi,28.6286586,77.3207839
522,522,Raj Nagar - II S.O,110077,DELHI,South West Delhi,New Delhi,28.6804923,77.2148371
523,523,Rajouri Garden J-6 S.O,110027,DELHI,West Delhi,New Delhi,28.6417559,77.1175945
524,524,Rajouri Market S.O,110027,DELHI,West Delhi,New Delhi,28.6417559,77.1175945
525,525,Ramesh Nagar H.O,110015,DELHI,West Delhi,New Delhi,28.6348647,77.2740401
526,526,Ranhola B.O,110041,DELHI,West Delhi,New Delhi,28.6561285,77.0406828
527,527,Raota B.O,110073,DELHI,South West Delhi,New Delhi,28.5237806,76.9022654
528,528,Rewla Khanpur B.O,110043,DELHI,South West Delhi,New Delhi,24.6348014,81.567869
529,529,Sagarpur S.O,110046,DELHI,South West Delhi,New Delhi,28.6041009,77.0976165
530,530,Shivaji Park S.O (West Delhi),110026,DELHI,West Delhi,New Delhi,28.6934234,77.2687307
531,531,Subhash Nagar S.O (West Delhi),110027,DELHI,West Delhi,New Delhi,28.6618857,77.2621906
532,532,Subhash Nagar West S.O,110027,DELHI,West Delhi,New Delhi,28.6618857,77.2621906
533,533,Sunder Vihar S.O,110087,DELHI,West Delhi,New Delhi,28.3848234,76.9697986
534,534,Surehra B.O,110043,DELHI,South West Delhi,New Delhi,0,0
535,535,Tagore Garden S.O,110027,DELHI,West Delhi,New Delhi,28.6398736,77.2276052
536,536,Tikri Kalan B.O,110041,DELHI,West Delhi,New Delhi,28.4202127,77.035577
537,537,Tilak Nagar East S.O,110018,DELHI,West Delhi,New Delhi,28.6629796,77.2293744
538,538,Tilak Nagar S.O (West Delhi),110018,DELHI,West Delhi,New Delhi,28.6629796,77.2293744
539,539,Tilangpur Kotla B.O,110043,DELHI,South West Delhi,New Delhi,0,0
540,540,Ujwa S.O,110073,DELHI,South West Delhi,New Delhi,28.5626845,76.9153281
541,541,Uttam Nagar S.O,110059,DELHI,West Delhi,New Delhi,28.6190347,77.0640016
542,542,Vikas Puri S.O,110018,DELHI,West Delhi,New Delhi,28.6309157,77.2725953
543,543,Vishnu Garden S.O,110018,DELHI,West Delhi,New Delhi,28.6527759,77.1873443
544,544,Zakhira S.O,110015,DELHI,West Delhi,New Delhi,28.6665152,77.1664905
